miR-430c	chr4	100.000	73	0	0	1	73	30755319	30755391	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30755925	30755997	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30757061	30757133	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30759034	30759106	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30760185	30760257	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30763866	30763938	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30767360	30767432	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30768496	30768568	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30769100	30769172	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30770237	30770309	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30770841	30770913	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30771466	30771538	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30772602	30772674	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30773206	30773278	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30773796	30773868	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30774400	30774472	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30775538	30775610	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30776142	30776214	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30777277	30777349	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30779618	30779690	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30783169	30783241	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30784905	30784977	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30786094	30786166	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30787230	30787302	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30787835	30787907	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30788971	30789043	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30789575	30789647	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30790712	30790784	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30792452	30792524	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30793078	30793150	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30794215	30794287	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30794819	30794891	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30795956	30796028	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30796560	30796632	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30797697	30797769	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30798301	30798373	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30799438	30799510	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30800042	30800114	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30801179	30801251	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30801782	30801854	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30802919	30802991	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30803523	30803595	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30804660	30804732	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30805264	30805336	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30805854	30805926	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30806457	30806529	7.54e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	30807592	30807664	7.54e-31	135
