miR-430c	chr4	100.000	73	0	0	1	73	28693371	28693443	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28693975	28694047	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28695113	28695185	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28695717	28695789	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28696854	28696926	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28697458	28697530	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28699198	28699270	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28699824	28699896	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28700961	28701033	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28701587	28701659	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28702213	28702285	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28703350	28703422	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28705090	28705162	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28705716	28705788	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28706853	28706925	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28707457	28707529	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28708593	28708665	7.64e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	28709197	28709269	7.64e-31	135
miR-430c	chr4	98.630	73	1	0	1	73	28698062	28698134	3.55e-29	130
miR-430c	chr4	98.630	73	1	0	1	73	28703954	28704026	3.55e-29	130
miR-430b	chr4	100.000	81	0	0	1	81	28693628	28693708	3.19e-35	150
miR-430b	chr4	97.531	81	2	0	1	81	28694219	28694299	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28695370	28695450	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28697111	28697191	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28697715	28697795	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28699455	28699535	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28701218	28701298	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28701844	28701924	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28703607	28703687	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28705347	28705427	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28707110	28707190	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28708850	28708930	6.91e-32	139
miR-430b	chr4	97.531	81	2	0	1	81	28709454	28709534	6.91e-32	139
miR-430b	chr4	95.062	81	4	0	1	81	28695960	28696040	1.50e-28	128
miR-430b	chr4	95.062	81	4	0	1	81	28700067	28700147	1.50e-28	128
miR-430b	chr4	95.062	81	4	0	1	81	28707700	28707780	1.50e-28	128
miR-430b	chr4	93.827	81	5	0	1	81	28698305	28698385	6.96e-27	122
miR-430b	chr4	94.872	78	4	0	1	78	28702456	28702533	6.96e-27	122
miR-430b	chr4	93.827	81	5	0	1	81	28704197	28704277	6.96e-27	122
miR-430b	chr4	94.872	78	4	0	1	78	28705959	28706036	6.96e-27	122
miR-430a	chr4	100.000	82	0	0	1	82	28693834	28693915	9.04e-36	152
miR-430a	chr4	100.000	82	0	0	1	82	28695576	28695657	9.04e-36	152
miR-430a	chr4	100.000	82	0	0	1	82	28697317	28697398	9.04e-36	152
miR-430a	chr4	100.000	82	0	0	1	82	28707316	28707397	9.04e-36	152
miR-430a	chr4	100.000	82	0	0	1	82	28709056	28709137	9.04e-36	152
miR-430a	chr4	98.780	82	1	0	1	82	28697921	28698002	4.21e-34	147
miR-430a	chr4	98.780	82	1	0	1	82	28699661	28699742	4.21e-34	147
miR-430a	chr4	98.780	82	1	0	1	82	28701424	28701505	4.21e-34	147
miR-430a	chr4	98.780	82	1	0	1	82	28702050	28702131	4.21e-34	147
miR-430a	chr4	98.780	82	1	0	1	82	28703813	28703894	4.21e-34	147
miR-430a	chr4	98.780	82	1	0	1	82	28705553	28705634	4.21e-34	147
miR-430a	chr4	95.122	82	4	0	1	82	28694950	28695031	4.24e-29	130
miR-430a	chr4	95.122	82	4	0	1	82	28696691	28696772	4.24e-29	130
miR-430a	chr4	95.122	82	4	0	1	82	28699035	28699116	4.24e-29	130
miR-430a	chr4	95.122	82	4	0	1	82	28700798	28700879	4.24e-29	130
miR-430a	chr4	95.122	82	4	0	1	82	28703187	28703268	4.24e-29	130
miR-430a	chr4	95.122	82	4	0	1	82	28704927	28705008	4.24e-29	130
miR-430a	chr4	95.122	82	4	0	1	82	28706690	28706771	4.24e-29	130
miR-430a	chr4	95.122	82	4	0	1	82	28708430	28708511	4.24e-29	130
miR-430a	chr4	97.500	40	1	0	43	82	28693250	28693289	9.37e-11	69.4
miR-430a	chr10	92.683	82	6	0	1	82	4493277	4493358	9.17e-26	119
