miR-430c	chr4	100.000	73	0	0	1	73	29894711	29894783	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29896449	29896521	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29897579	29897651	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29898181	29898253	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29898771	29898843	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29900506	29900578	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29901643	29901715	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29902246	29902318	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29902838	29902910	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29903440	29903512	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29904578	29904650	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29905714	29905786	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29906318	29906390	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29906906	29906978	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29907510	29907582	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29908646	29908718	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29909781	29909853	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29910917	29910989	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29911517	29911589	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29912647	29912719	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29913248	29913320	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29913842	29913914	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29914431	29914503	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29915533	29915605	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29916135	29916207	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29919601	29919673	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29920190	29920262	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29923065	29923137	7.62e-31	135
miR-430c	chr4	100.000	73	0	0	1	73	29924787	29924859	7.62e-31	135
